"section","fa_order","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","cs.sg form","pl.abs form","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","prioritized meaning","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN","BHVB","BiblicalHebrewVocabularyBuilderSub-Section","Occurrences","old BiblicalHebrewVocabularyBuilderSection","old BiblicalHebrewVocabularyBuilderSub-Section"
,525,75,5908,"<NJ/","עָנִי I",,,,,,,", , , ",,"adjv",,"afflicted, poor; humble",,,,"Mitchel_Sec4.D (78-75)",,"afflicted, poor; humble","afflicted, poor; humble",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",75,"Section no03","C"
,528,75,4596,"MQDC/","מִקְדָּשׁ ","מִקְדַּשׁ","מִקְדָּשִׁים",,,,,", , , ",,"subs",,"sacred place, sanctuary",,,,"Mitchel_Sec4.D (78-75)",,"sacred place, sanctuary","sacred place, sanctuary",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",75,"Section no03","C"
,529,75,7055,"QRN/","קֶרֶן ","קֶרֶן","קְּרָנֹות",,,,,", , , ",,"subs",,"horn; peak; ray",,,,"Mitchel_Sec4.D (78-75)",,"horn; peak; ray","horn; peak; ray",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",75,"Section no03","C"
,531,74,5665,"<Z==/","עֵז III",,"עִזִּים",,,,,", , , ",,"subs",,"goat",,,,"Mitchel_Sec4.E (74-71)",,"goat; goathair","goat; goathair",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",74,"Section no03","C"
,532,74,836,"B>R/","בְּאֵר I","בְּאֵר","בְּאֵרֹת",,,,,", , , ",,"subs",,"well of water",,,,"Mitchel_Sec5.G (37-36)",,"well, pit","well, pit",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",74,"Section no03","C"
,533,74,4080,"MZRX/","מִזְרָח ","מִּזְרַח",,,,,,", , , ",,"subs",,"sunrise; east",,,,"Mitchel_Sec4.E (74-71)",,"sunrise; east","sunrise; east",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",74,"Section no03","C"
,535,74,6914,"QJR/","קִיר I","קִיר","קִּירֹות",,,,,", , , ",,"subs",,"wall",,,,"Mitchel_Sec4.E (74-71)",,"wall","wall",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",74,"Section no03","C"
,536,74,5396,"SLH","סֶלָה ",,,,,,,", , , ",,"intj",,"selah <musical term>",,,,"Mitchel_Sec4.E (74-71)",,"selah (musical term)","selah (musical term)",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",74,"Section no03","C"
,537,74,2290,"XZQJHW/","חִזְקִיָּהוּ ",,,,,,,", , , ",,"nmpr",,"Hizkiah",,,,"Mitchel_Sec3.E (133-121)",,"Hezekiah","Hezekiah",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",74,"Section no03","C"
,538,74,6576,"YWR/","צוּר I","צּוּר","צֻרִים",,,,,", , , ",,"subs",,"rock",,,,"Mitchel_Sec4.D (78-75)",,"boulder, (large) rock","boulder, (large) rock",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",74,"Section no03","C"
,539,73,702,">RZ/","אֶרֶז ",,"אֲרָזִים",,,,,", , , ",,"subs",,"cedar","plant",,,"Mitchel_Sec4.E (74-71)",,"cedar","cedar",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",73,"Section no03","C"
,540,73,1023,"BL","בַּל ",,,,,,,", , , ",,"nega",,"not",,,,"Mitchel_Sec4.F (70-66)",,"not; surely","not; surely",,"done",,,,,,,,,,,,,,,,,"Section_no04","F",73,"Section no03","C"
,541,73,7865,"CLL/","שָׁלָל ","שְׁלַל",,,,,,", , , ",,"subs",,"plunder, booty",,,,"Mitchel_Sec4.D (78-75)",,"plunder, booty","plunder, booty",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",73,"Section no03","D"
,542,73,1798,"HBL/","הֶבֶל I","הֲבֵל","הֲבָלִים",,,,,", , , ",,"subs",,"breath, vanity",,,,"Mitchel_Sec4.E (74-71)",,"breath; vanity; idol","breath; vanity; idol",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",73,"Section no03","D"
,543,73,3549,"KN<NJ/","כְּנַעֲנִי I",,,,,,,", , , ",,"adjv",,"Canaanite; trader",,,,"Mitchel_Sec3.B (174-160)",,"Canaanite; trader","Canaanite; trader",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",73,"Section no03","D"
,545,73,2686,"XRPH/","חֶרְפָּה ","חֶרְפַּת","חֲרָפֹות",,,,,", , , ",,"subs",,"reproach; disgrace",,,,"Mitchel_Sec4.E (74-71)",,"reproach; disgrace","reproach; disgrace",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",73,"Section no03","D"
,547,72,483,">L<ZR/","אֶלְעָזָר ",,,,,,,", , , ",,"nmpr",,"Eleazar",,,,"Mitchel_Sec4.E (74-71)",,"Eleazar","Eleazar",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",72,"Section no03","D"
,548,72,959,"BJT_>L/","בֵּית אֵל ",,,,,,,", , , ",,"nmpr",,"Bethel",,,,"Mitchel_Sec4.F (70-66)",,"Bethel","Bethel",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",72,"Section no03","D"
,549,72,945,"BVN/","בֶּטֶן I","בֶּטֶן",,,,,,", , , ",,"subs",,"belly",,,,"Mitchel_Sec4.E (74-71)",,"belly, womb","belly, womb",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",72,"Section no03","D"
,550,72,7664,"CWPR/","שֹׁופָר ","שֹׁופַר","שֹּׁופָרֹֽות",,,,,", , , ",,"subs",,"horn <for blowing>",,,,"Mitchel_Sec4.E (74-71)",,"trumpet, ram's horn","trumpet, ram's horn",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",72,"Section no03","D"
,551,72,3945,"MDW<","מַדּוּעַ ",,,,,,,", , , ",,"inrg",,"why, wherefore",,,,"Mitchel_Sec4.E (74-71)",,"wherefore, why (interr)","wherefore, why (interr)",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",72,"Section no03","D"
,552,72,7101,"R>WBN/","רְאוּבֵן ",,,,,,,", , , ",,"nmpr",,"Reuben",,,,"Mitchel_Sec4.B (92-86)",,"Reuben","Reuben",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",72,"Section no03","D"
,554,72,6761,"YRH/","צָרָה I","צָרַת","צָרֹות",,,,,", , , ",,"subs",,"distress",,,,"Mitchel_Sec4.E (74-71)",,"distress","distress",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",72,"Section no03","D"
,555,71,5643,"<WP/","עֹוף ","עֹוף",,,,,,", , , ",,"subs",,"birds; flying insects",,,,"Mitchel_Sec4.E (74-71)",,"birds; flying creatures; fowl, insects","birds; flying creatures; fowl, insects",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",71,"Section no03","D"
,556,71,1228,"BRKH/","בְּרָכָה I","בִּרְכַּת","בְּרָכֹות",,,,,", , , ",,"subs",,"blessing",,,,"Mitchel_Sec4.E (74-71)",,"blessing","blessing",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",71,"Section no03","D"
,558,71,7847,"CLXN/","שֻׁלְחָן ","שֻׁלְחַן","שֻׁלְחָנֹות",,,,,", , , ",,"subs",,"table; table for sacred use",,,,"Mitchel_Sec4.F (70-66)",,"table; table for sacred use","table; table for sacred use",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",71,"Section no03","D"
,559,71,3719,"LBNWN/","לְבָנֹון ",,,,,,,", , , ",,"nmpr",,"Lebanon",,,,"Mitchel_Sec4.E (74-71)",,"Lebanon","Lebanon",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",71,"Section no03","D"
,560,71,6752,"YR=/","צַר II",,"צָרִים",,,,,", , , ",,"subs",,"oppressor, enemy",,,,"Mitchel_Sec4.D (78-75)",,"adversary, foe, oppressor, enemy","adversary, foe, oppressor, enemy",,"done",,,,,,,,,,,,,,,,,"Section_no04","G",71,"Section no03","D"
,562,70,908,"BWR/","בֹּור ","בֹּור","בֹּרֹות",,,,,", , , ",,"subs",,"pit, cistern",,,,"Mitchel_Sec4.F (70-66)",,"pit, cistern","pit, cistern",,"done",,,,,,,,,,,,,,,,,"Section_no04","H",70,"Section no03","E"
,563,70,1748,"DN/","דָּן ",,,,,,,", , , ",,"nmpr",,"Dan",,,,"Mitchel_Sec4.D (78-75)",,"Dan","Dan",,"done",,,,,,,,,,,,,,,,,"Section_no04","H",70,"Section no03","E"
,564,70,1337,"GD==/","גָּד III",,,,,,,", , , ",,"nmpr",,"Gad",,,,"Mitchel_Sec4.C (85-79)",,"Gad","Gad",,"done",,,,,,,,,,,,,,,,,"Section_no04","H",70,"Section no03","E"
,565,70,3562,"KSJL/","כְּסִיל I",,,,,,,", , , ",,"adjv",,"insolent, stupid",,,,"Mitchel_Sec4.F (70-66)",,"insolent (spiritual); stupid, dull (practical things)","insolent (spiritual); stupid, dull (practical things)",,"done",,,,,,,,,,,,,,,,,"Section_no04","H",70,"Section no03","E"
,567,70,2108,"ZR/","זָר I",,,,,,,", , , ",,"adjv",,"strange",,,,"Mitchel_Sec4.E (74-71)",,"strange, different; illicit","strange, different; illicit",,"done",,,,,,,,,,,,,,,,,"Section_no04","H",70,"Section no03","E"
,568,69,5570,"<D=/","עֵד II","עֵד","עֵדִים",,,,,", , , ",,"subs",,"witness; testimony",,,,"Mitchel_Sec4.E (74-71)",,"witness; testimony","witness; testimony",,"done",,,,,,,,,,,,,,,,,"Section_no05","H",69,"Section no03","E"
,569,69,5873,"<MQ/","עֵמֶק I","עֵמֶק","עֲמָקִים",,,,,", , , ",,"subs",,"valley; the lowland",,,,"Mitchel_Sec4.F (70-66)",,"valley; the lowland","valley; the lowland",,"done",,,,,,,,,,,,,,,,,"Section_no05","H",69,"Section no03","E"
,572,69,6816,"QDJM/","קָדִים ",,,,,,,", , , ",,"subs",,"east; east wind",,,,"Mitchel_Sec4.F (70-66)",,"east side, east","east side, east",,"done",,,,,,,,,,,,,,,,,"Section_no05","H",69,"Section no03","E"
,573,69,2476,"XN/","חֵן I","חֵן",,,,,,", , , ",,"subs",,"favour, grace, charm",,,,"Mitchel_Sec4.F (70-66)",,"favor, charm; grace","favor, charm; grace",,"done",,,,,,,,,,,,,,,,,"Section_no05","H",69,"Section no03","E"
,575,68,3484,"KKR/","כִּכָּר ","כִּכַּר","כִּכָּרִים",,,,,", , , ",,"subs",,"disk; round loaf; talent <measure of weight>; district",,,,"Mitchel_Sec4.F (70-66)",,"loaf of bread; talent; environs (all circular measures)","loaf of bread; talent; environs (all circular measures)",,"done",,,,,,,,,,,,,,,,,"Section_no05","H",68,"Section no03","E"
,576,67,36,">BJMLK/","אֲבִימֶלֶךְ ",,,,,,,", , , ",,"nmpr",,"Abimelech",,,,"Mitchel_Sec4.F (70-66)",,"Abimelech","Abimelech",,"done",,,,,,,,,,,,,,,,,"Section_no05","H",67,"Section no03","E"
,577,67,3676,"KTP/","כָּתֵף ","כֶּתֶף","כְתֵפֹת",,,,,", , , ",,"subs",,"shoulder, shoulder-blade; slope",,,,"Mitchel_Sec4.F (70-66)",,"shoulder(-blade)","shoulder(-blade)",,"done",,,,,,,,,,,,,,,,,"Section_no05","H",67,"Section no03","E"
,579,67,6806,"QBR/","קֶבֶר ","קֶבֶר","קְבָרִים",,,,,", , , ",,"subs",,"grave",,,,"Mitchel_Sec4.F (70-66)",,"grave","grave",,"done",,,,,,,,,,,,,,,,,"Section_no05","H",67,"Section no03","E"
,580,67,6987,"QY/","קֵץ ","קֵּץ",,,,,,", , , ",,"subs",,"end; border",,,,"Mitchel_Sec4.F (70-66)",,"end; limit, boundary","end; limit, boundary",,"done",,,,,,,,,,,,,,,,,"Section_no05","H",67,"Section no03","E"
,583,66,264,">XZH/","אֲחֻזָּה ","אֲחֻזַּת",,,,,,", , , ",,"subs",,"property",,,,"Mitchel_Sec4.F (70-66)",,"landed property","landed property",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",66,"Section no03","F"
,584,66,7493,"C>RJT/","שְׁאֵרִית ","שְׁאֵרִית",,,,,,", , , ",,"subs",,"rest",,,,"Mitchel_Sec4.F (70-66)",,"remainder","remainder",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",66,"Section no03","F"
,585,66,1327,"GBR/","גֶּבֶר I","גֶּבֶר","גְּבָרִים",,,,,", , , ",,"subs",,"man",,,,"Mitchel_Sec4.F (70-66)",,"young man; strong man","young man; strong man",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",66,"Section no03","F"
,586,66,2399,"XLQ/","חֵלֶק I","חֵלֶק","חֲלָקִים",,,,,", , , ",,"subs",,"portion, share",,,,"Mitchel_Sec4.G (65-63)",,"portion, share","portion, share",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",66,"Section no03","F"
,587,65,762,">CH=/","אִשֶּׁה II","אִשֵּׁה",,,,,,", , , ",,"subs",,"fire offering",,,,"Mitchel_Sec4.G (65-63)",,"offering by fire","offering by fire",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",65,"Section no03","F"
,590,65,7470,"C>WL/","שְׁאֹול I","שְׁאֹול",,,,,,", , , ",,"subs",,"nether world",,,,"Mitchel_Sec4.G (65-63)",,"sheol, underworld","sheol, underworld",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",65,"Section no03","F"
,596,65,2805,"VWBH/","טֹובָה ","טֹובַת","טֹבֹות",,,,,", , , ",,"subs",,"good thing",,,,"Mitchel_Sec4.G (65-63)",,"good thing","good thing",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",65,"Section no03","F"
,597,65,2365,"XLWM/","חֲלֹום ","חֲלֹום","חֲלֹמֹות",,,,,", , , ",,"subs",,"dream",,,,"Mitchel_Sec4.F (70-66)",,"dream","dream",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",65,"Section no03","F"
,599,63,69,">BNR/","אַבְנֵר ",,,,,,,", , , ",,"nmpr",,"Abner",,,,"Mitchel_Sec4.G (65-63)",,"Abner","Abner",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",63,"Section no03","F"
,600,63,434,">LJHW/","אֵלִיָּהוּ I",,,,,,,", , , ",,"nmpr",,"Elijah",,,,"Mitchel_Sec4.E (74-71)",,"Elijah","Elijah",,"done",,,,,,,,,,,,,,,,,"Section_no05","A",63,"Section no03","F"
,602,63,8069,"CPXH/","שִׁפְחָה ","שִׁפְחַת","שְׁפָחֹת",,,,,", , , ",,"subs",,"maid-servant",,,,"Mitchel_Sec4.G (65-63)",,"female slave","female slave",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",63,"Section no03","G"
,603,63,5155,"N<RH/","נַעֲרָה I",,"נְעָרֹות",,,,,", , , ",,"subs",,"girl, young woman",,,,"Mitchel_Sec4.G (65-63)",,"young girl, maid","young girl, maid",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",63,"Section no03","G"
,608,62,4262,"ML>KT/","מְלֶאכֶת ","מְלֶאכֶת",,,,,,", , , ",,"subs",,,,,,,,"work, occupation, task","work, occupation, task",,,,,,,,,,,,,,,,,,,"Section_no05","B",62,"Section no03","G"
,610,62,6961,"QNH/","קָנֶה I","קְנֵה","קָנִים",,,,,", , , ",,"subs",,"reed; measuring rod; bone of the upper arm; beam of scales",,,,"Mitchel_Sec4.H (62-58)",,"(measuring) reed, tube","(measuring) reed, tube",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",62,"Section no03","G"
,611,62,2177,"XBRWN=/","חֶבְרֹון II",,,,,,,", , , ",,"nmpr",,"Hebron",,,,"Mitchel_Sec4.D (78-75)",,"Hebron","Hebron",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",62,"Section no03","G"
,612,62,2184,"XG/","חַג ","חַג","חַגִּים",,,,,", , , ",,"subs",,"feast, festival",,,,"Mitchel_Sec4.H (62-58)",,"feast, festival; procession","feast, festival; procession",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",62,"Section no03","G"
,613,61,6036,"<RBH/","עֲרָבָה I",,"עֲרָבֹות",,,,,", , , ",,"subs",,"desert-plain, steppe",,,,"Mitchel_Sec4.H (62-58)",,"desert, plain","desert, plain",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",61,"Section no03","G"
,614,61,29,">BJWN/","אֶבְיֹון ",,,,,,,", , , ",,"adjv",,"poor",,,,"Mitchel_Sec4.H (62-58)",,"poor, oppressed","poor, oppressed",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",61,"Section no03","G"
,615,61,82,">BRM/","אַבְרָם ",,,,,,,", , , ",,"nmpr",,"Abram",,,,"Mitchel_Sec4.D (78-75)",,"Abram","Abram",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",61,"Section no03","G"
,616,61,335,">JK","אֵיךְ ",,,,,,,", , , ",,"inrg",,"how",,,,"Mitchel_Sec4.H (62-58)",,"how (interr)","how (interr)",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",61,"Section no03","G"
,617,61,308,">XRJT/","אַחֲרִית ","אַחֲרִית",,,,,,", , , ",,"subs",,"end, result; future",,,,"Mitchel_Sec4.H (62-58)",,"end, outcome; future","end, outcome; future",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",61,"Section no03","G"
,618,61,655,">YL/","אֵצֶל I","אֵצֶל",,,,,,", , , ",,"subs",,"beside",,,,"Mitchel_Sec4.H (62-58)",,"side; beside","side; beside",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",61,"Section no03","G"
,619,61,1651,"DWD/","דֹּוד I","דֹּד","דֹּדִים",,,,,", , , ",,"subs",,"beloved one, love; uncle",,,,"Mitchel_Sec4.H (62-58)",,"beloved, lover","beloved, lover",,"done",,,,,,,,,,,,,,,,,"Section_no05","B",61,"Section no03","G"
,621,61,1300,"GBWRH/","גְּבוּרָה ","גְבוּרַת","גְבוּרֹת",,,,,", , , ",,"subs",,"strength",,,,"Mitchel_Sec4.H (62-58)",,"strength","strength",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",61,"Section no03","H"
,622,60,420,">LWP/","אַלּוּף I",,,,,,,", , , ",,"subs",,"chief",,,,"Mitchel_Sec4.F (70-66)",,"chief, tribal chief","chief, tribal chief",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",60,"Section no03","H"
,623,60,1251,"BCN/","בָּשָׁן ",,,,,,,", , , ",,"nmpr",,"Bashan",,,,"Mitchel_Sec4.H (62-58)",,"Bashan","Bashan",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",60,"Section no03","H"
,624,60,1055,"BL<M/","בִּלְעָם I",,,,,,,", , , ",,"nmpr",,"Balaam",,,,"Mitchel_Sec4.G (65-63)",,"Balaam","Balaam",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",60,"Section no03","H"
,625,60,4655,"MRDKJ/","מָרְדְּכַי ",,,,,,,", , , ",,"nmpr",,"Mordecai",,,,"Mitchel_Sec4.H (62-58)",,"Mordecai","Mordecai",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",60,"Section no03","H"
,626,60,4959,"NDR/","נֶדֶר ","נֶדֶר","נְדָרִֽים",,,,,", , , ",,"subs",,"vow",,,,"Mitchel_Sec4.H (62-58)",,"vow","vow",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",60,"Section no03","H"
,627,60,5126,"NSK/","נֵסֶךְ I","נֶסֶךְ","נְסָכִים",,,,,", , , ",,"subs",,"drink-offering",,,,"Mitchel_Sec4.H (62-58)",,"libation","libation",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",60,"Section no03","H"
,628,60,6892,"QVRT/","קְטֹרֶת ","קְטֹרֶת",,,,,,", , , ",,"subs",,"sacrificial smoke; incense",,,,"Mitchel_Sec4.H (62-58)",,"smoke (of sacrifice); incense","smoke (of sacrifice); incense",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",60,"Section no03","H"
,629,60,5411,"SL</","סֶלַע I","סֶלַע","סְּלָעִים",,,,,", , , ",,"subs",,"crag",,,,"Mitchel_Sec4.I (57-55)",,"rock","rock",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",60,"Section no03","H"
,630,60,2451,"XMS/","חָמָס ","חֲמַס","חֲמָסִים",,,,,", , , ",,"subs",,"violence, wrong",,,,"Mitchel_Sec4.H (62-58)",,"violence, wrong","violence, wrong",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",60,"Section no03","H"
,632,59,3952,"MDJN=/","מִדְיָן II",,,,,,,", , , ",,"nmpr",,"Midian",,,,"Mitchel_Sec4.F (70-66)",,"Midian","Midian",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",59,"Section no03","H"
,633,59,3919,"MGN/","מָגֵן I","מָגֵן","מָֽגִנִּים",,,,,", , , ",,"subs",,"shield",,,,"Mitchel_Sec4.H (62-58)",,"shield","shield",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",59,"Section no03","H"
,635,59,7254,"RJB/","רִיב ","רִיב",,,,,,", , , ",,"subs",,"quarrel, legal suit",,,,"Mitchel_Sec4.H (62-58)",,"legal dispute, legal contention, legal suit; legal speech","legal dispute, legal contention, legal suit; legal speech",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",59,"Section no03","H"
,636,58,333,">JWB/","אִיֹּוב ",,,,,,,", , , ",,"nmpr",,"Job",,,,"Mitchel_Sec4.H (62-58)",,"Job","Job",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",58,"Section no03","H"
,637,58,460,">LJC</","אֱלִישָׁע ",,,,,,,", , , ",,"nmpr",,"Elisha",,,,"Mitchel_Sec4.H (62-58)",,"Elisha","Elisha",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",58,"Section no03","H"
,638,58,704,">RX/","אֹרַח I","אֹרַח","אֳרָחֹות",,,,,", , , ",,"subs",,"path, way; manner; behaviour",,,,"Mitchel_Sec4.I (57-55)",,"way, path","way, path",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",58,"Section no03","H"
,639,58,587,">S>/","אָסָא ",,,,,,,", , , ",,"nmpr",,"Asa",,,,"Mitchel_Sec4.H (62-58)",,"Asa","Asa",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",58,"Section no03","H"
,640,58,1040,"BLJ/","בְּלִי ","בְּלִי",,,,,,", , , ",,"subs",,"nothingness; without",,,,"Mitchel_Sec4.H (62-58)",,"nothingness; without","nothingness; without",,"done",,,,,,,,,,,,,,,,,"Section_no05","C",58,"Section no03","H"
,642,58,2958,"JHW>/","יֵהוּא ",,,,,,,", , , ",,"nmpr",,"Jehu",,,,"Mitchel_Sec4.H (62-58)",,"Jehu","Jehu",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",58,"Section no03","I"
,643,58,3756,"LWJ=/","לֵוִי II",,,,,,,", , , ",,"nmpr",,"Levi",,,,"Mitchel_Sec2.B (399-310)",,"Levi","Levi",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",58,"Section no03","I"
,646,58,7258,"RJX/","רֵיחַ ","רֵיחַ",,,,,,", , , ",,"subs",,"scent, odour",,,,"Mitchel_Sec4.H (62-58)",,"odor, odour, scent","odor, odour, scent",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",58,"Section no03","I"
,648,57,129,">DN/","אֶדֶן I",,"אֲדָנִים",,,,,", , , ",,"subs",,"base, pedestal",,,,"Mitchel_Sec4.I (57-55)",,"pedestal, socket","pedestal, socket",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",57,"Section no03","I"
,649,57,414,">LWH/","אֱלֹוהַּ ","אֱלֹוהַּ",,,,,,", , , ",,"subs",,"God; god",,,,"Mitchel_Sec4.I (57-55)",,"God; god","God; god",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",57,"Section no03","I"
,650,57,816,">T=","אַתְּ II",,,,,,,", , , ",,"prps",,"you",,,,"Mitchel_Sec1.C (999-730)",,"you","you",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",57,"Section no03","I"
,651,57,3290,"JRJXW/","יְרִחֹו ",,,,,,,", , , ",,"nmpr",,"Jericho",,,,"Mitchel_Sec4.I (57-55)",,"Jericho","Jericho",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",57,"Section no03","I"
,652,57,4074,"MZMWR/","מִזְמֹור ",,,,,,,", , , ",,"subs",,"psalm",,,,"Mitchel_Sec4.I (57-55)",,"psalm","psalm",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",57,"Section no03","I"
,654,57,6443,"PRC/","פָּרָשׁ I","פָּרַשׁ","פָּרָשִׁים",,,,,", , , ",,"subs",,"horseman; mount",,,,"Mitchel_Sec4.I (57-55)",,"horseman; horse","horseman; horse",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",57,"Section no03","I"
,656,57,8279,"THLH/","תְּהִלָּה I","תְּהִלַּת","תְהִלֹּת",,,,,", , , ",,"subs",,"praise",,,,"Mitchel_Sec4.H (62-58)",,"glory, praise","glory, praise",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",57,"Section no03","I"
,657,56,6117,"<FR=/","עֶשֶׂר II","עֶשֶׂר",,,,,,", , , ",,"subs",,"ten; group of ten",,,,"Mitchel_Sec3.B (174-160)",,"ten; group of ten","ten; group of ten",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",56,"Section no03","I"
,658,56,473,">LMNH/","אַלְמָנָה ",,"אַלְמָנֹות",,,,,", , , ",,"subs",,"widow",,,,"Mitchel_Sec4.I (57-55)",,"widow","widow",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",56,"Section no03","I"
,659,56,504,">MH/","אָמָה I",,"אֲמָהֹת",,,,,", , , ",,"subs",,"female slave",,,,"Mitchel_Sec4.I (57-55)",,"female slave","female slave",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",56,"Section no03","I"
,660,56,7941,"CMMH/","שְׁמָמָה I",,,,,,,", , , ",,"subs",,"desolation",,,,"Mitchel_Sec4.I (57-55)",,"horror, desolation","horror, desolation",,"done",,,,,,,,,,,,,,,,,"Section_no05","D",56,"Section no03","I"
,661,56,1444,"GJ>/","גַּיְא ","גֵּי","גיאות",,,,,", , , ",,"subs",,"valley",,,,"Mitchel_Sec5.B (47-46)",,"valley","valley",,"done",,,,,,,,,,,,,,,,,"Section_no05","E",56,"Section no03","J"
,662,56,7135,"RBJ<J/","רְבִיעִי ",,,,,,,", , , ",,"adjv",,"fourth",,,,"Mitchel_Sec4.I (57-55)",,"fourth; one-fourth","fourth; one-fourth",,"done",,,,,,,,,,,,,,,,,"Section_no05","E",56,"Section no03","J"
,663,56,7407,"RYWN/","רָצֹון ","רְצֹון",,,,,,", , , ",,"subs",,"pleasure, will; desire; pleasing thing",,,,"Mitchel_Sec4.I (57-55)",,"pleasure; favor","pleasure; favor",,"done",,,,,,,,,,,,,,,,,"Section_no05","E",56,"Section no03","J"
,664,56,2864,"VRM/","טֶרֶם ","טֶרֶם",,,,,,", , , ",,"subs",,"beginning",,,,"Mitchel_Sec4.I (57-55)",,"not yet (neg)","not yet (neg)",,"done",,,,,,,,,,,,,,,,,"Section_no05","E",56,"Section no03","J"
